pl_orbper	st_mass	planet_mass	env_mass
3.35524	1.19	-3.14000360019885	-0.125600144007954
3.35524	1.37	-0.7626349989789255	-0.03050539995915702
3.35524439	1.19	-3.2001852386207155	-0.12800740954482862
3.3552479	1.19	-6.732829910211723	-0.2693131964084689
3.65281591	0.99	-0.8628567508906988	-0.03451427003562795
3.65281514	1.01	-6.971362037431451	-0.27885448149725806
3.652836	1.01	-12.110631739027733	-0.4844252695611093
4.2345002	0.82	-5.120901698125829	-0.20483606792503317
4.234516	0.82	-4.169646877897959	-0.16678587511591836
4.234503	0.82	-18.298181445653203	-0.7319272578261281
4.2345023	0.85	-16.20355124961427	-0.6481420499845709
3.0395803	0.92	-10.76897717305486	-0.43075908692219445
3.03957804	0.94	-0.15670728878028356	-0.006268291551211343
3.039577	0.92	-16.70673455558629	-0.6682693822234517
3.25721296	1.02	-4.1715979668075205	-0.16686391867230083
3.2572129	1.02	-9.518397990320283	-0.38073591961281134
3.257215	1.02	-5.779636674956091	-0.23118546699824363
5.723371	1.21	-6.757302748809621	-0.27029210995238484
5.72339	1.21	-8.710789970190463	-0.34843159880761854
5.72319	1.45	-10.35447637453235	-0.41417905498129404
5.723186	1.21	-18.705745286031394	-0.7482298114412558
2.899703	0.93	-6.14717098778202	-0.2458868395112808
2.899736	0.92	-7.723598993048956	-0.30894395972195826
2.89973815	0.93	-3.7611637903815853	-0.1504465516152634
2.899736	0.93	-12.041243673943134	-0.4816497469577254
2.899703	0.94	-3.349772896047465	-0.1339909158418986
2.8106016	1.24	-11.98748861198087	-0.4794995444792348
2.81060097	1.24	-8.105458503081104	-0.3242183401232442
2.810595	1.24	-7.5945021341444345	-0.3037800853657774
5.005419	1.31	-5.313557673494712	-0.21254230693978848
5.0052724	1.15	-5.826099705229591	-0.23304398820918365
5.00542	1.31	-1.8733963341694602	-0.07493585336677841
